id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
16,gaza,Sin clasificar,"* Urgentemente, Ahronot dice de fuentes: el proyecto de resolución del Consejo de Seguridad de los Estados Unidos contiene cláusulas incómodas para Israel, incluida la vía del Estado palestino",@EabriLive,,,,Urgentemente,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
17,gaza,Sin clasificar,El proyecto de resolución de los Estados Unidos contiene una cláusula que prohíbe a Israel oponerse a cualquier país que participe activamente en la estabilización de Gaza.,@EabriLive,,,,estabilización de Gaza,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
18,gaza,Sin clasificar,"□ Sitio web del blog Abu Ali Hebreo: Una estudiante de secundaria de Gaza, que obtuvo un alto resultado en el certificado general de secundaria de hoy, escribió: “El paso no fue fácil, pero valió la pena, como el paso del 7 de octubre”.",@EabriLive,,,,certificado general de secundaria de hoy,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
19,gaza,Sin clasificar,"Poco después de que los Estados Unidos presentaran al Consejo de Seguridad un proyecto de resolución sobre la fuerza internacional en Gaza, que supuestamente se encargaría de imponer el orden en la Franja de Gaza, los rusos dieron un paso contrario y dijeron que uno de los objetivos del proyecto era permitir que el Consejo desarrollara lo que denominaba un “enfoque equilibrado”.",@EabriLive,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
20,gaza,Sin clasificar,Canal 12 hebreo: Arco Iris sobre las ruinas de Gaza.,@EabriLive,-21.774131,-50.466881,22KEA5511692078,Arco Iris,São Paulo,Arco-Íris,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
21,gaza,Sin clasificar,"Canal 13 hebreo: Después de la devolución del cadáver del prisionero Manny Goodward, quedan tres cadáveres en Gaza: Dror Orr, Ran Jaweli y Tanzani Suttisak Rentlak.",@EabriLive,,,,Gaza: Dror Orr,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
22,gaza,Sin clasificar,"∙ Canal 13 hebreo: Según la información del ejército, Manny Goddard fue asesinado el 7 de octubre por hombres armados de la Jihad Islámica en su casa de Pierre, y su cuerpo fue capturado en la Franja de Gaza.",@EabriLive,,,,su casa de Pierre,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
23,gaza,Hazards,"□ Canal Hebreo de Cannes: fuertes lluvias en todo el país esta mañana, donde se registraron inundaciones en la zona de Asdod.",@EabriLive,,,,todo el país esta mañana,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
24,gaza,Sin clasificar,"Canal 12 hebreo: Dos altos funcionarios estadounidenses dijeron que el Presidente Trump había informado al Príncipe Heredero de Arabia Saudita, el Príncipe Mohammed Bin Salman, en una llamada telefónica hace unas semanas, de que ahora, después de la guerra en Gaza, esperaba que la Arabia Saudita avanzara hacia la normalización con Israel.",@EabriLive,,,,una llamada telefónica hace unas semanas,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
25,gaza,Sin clasificar,"• Encuesta de opinión del periódico hebreo Ma ' aref: el 67% de los “israelíes” apoyan la creación de una comisión de investigación oficial sobre los acontecimientos del 7 de octubre, nombrada por el Presidente del Tribunal Supremo, y el 23% se oponen (entre los votantes de la coalición, el 34% apoyan la composición del comité).",@EabriLive,22.283309,70.799865,42QXK8543465290,Encuesta,Gujarat,Rajkot East Taluka,architect,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
26,gaza,Sin clasificar,□ Canal hebreo i24: Tesfi Ezequiely: El plan de Trump está a punto de derrumbarse. Todavía no pueden reunir a la Fuerza Internacional y prepararse para el plan alternativo.,@EabriLive,,,,Tesfi Ezequiely,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
27,gaza,Sin clasificar,":: Las caricaturas hebreas Ha ' aretz sobre el mensaje de Trump al Presidente ""Israelí"" Hertsog de que se concediera la amnistía a Netanyahu.",@EabriLive,39.682326,-76.602191,18SUJ6260293726,Trump,Maryland,Baltimore County,hamlet,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
28,gaza,Sin clasificar,* Urgente Ha ' aretz sobre una fuente de seguridad: la línea amarilla se convertirá en un nuevo muro de Berlín,@EabriLive,,,,un nuevo muro de Berlín,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
29,gaza,Sin clasificar,"* Urgente Ha ' aretz acerca de fuentes: La institución de seguridad se sorprendió esta semana, a petición de Washington, con el consentimiento de Netanyahu, al permitir la construcción de ""Nueva Gaza""",@EabriLive,,,,Urgente Ha,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
30,gaza,Sin clasificar,* Urgentemente Ha ' aretz sobre fuentes de seguridad: hay una creciente incertidumbre acerca de los planes futuros de los Estados Unidos en Gaza,@EabriLive,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
31,gaza,Sin clasificar,* Urgentemente Ha ' aretz sobre fuentes de seguridad: los planes estadounidenses en Gaza parecen haber sido aprobados por el nivel político durante conversaciones privadas sin la participación del nivel de seguridad,@EabriLive,,,,Gaza parecen haber sido aprobados por el nivel político durante conversaciones privadas sin la participación del nivel de seguridad,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
32,gaza,Sin clasificar,"La primera etapa del proyecto de ""Nueva Gaza"" en el oeste, donde viven 2 millones de personas bajo el régimen de Hamas, que sigue fortaleciéndose y control allí.",@EabriLive,-28.753176,-52.015285,22JDP0087418937,oeste,Rio Grande do Sul,União da Serra,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
33,gaza,Sin clasificar,"- Radio del ejército israelí: ""El ejército israelí"" se movió ayer en la ciudad de Hebrón con vehículos blindados y vehículos de transporte de tropas, a fin de demostrar que estaba dispuesto a asistir al sábado de Sara en Al-Haram Al-Abrahimi.",@EabriLive,,,,Hebrón con vehículos blindados y vehículos de transporte de tropas,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
34,gaza,Sin clasificar,":: El sistema de seguridad israelí, con el consentimiento de Netanyahu, comenzó la reconstrucción de zonas bajo control militar en Gaza a petición de los Estados Unidos. La primera etapa de la reconstrucción incluye a Rafah y, posteriormente, a otras zonas del este y el norte del sector. Los Estados Unidos están impulsando la construcción de una nueva Gaza.",@EabriLive,,,,Gaza a petición de los Estados Unidos,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
35,gaza,Sin clasificar,"“Dios, que no es más que Dios, perdona a los vivos, y lo lamento a él.”",@GazaNewsNow,16.097683,-16.465374,28QCC4327980296,Dios,Trarza الترارزة,,village,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
36,gaza,Sin clasificar,"En la primera caída de la lluvia, no olviden a la gente de las tiendas, buenos días a Gaza y a sus padres.",@GazaNewsNow,,,,primera caída de la lluvia,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
37,gaza,Sin clasificar,"* Monitoreo del tiempo, Leith El Alamy sobre el clima: Durante el viernes, el clima se enfría y las lluvias sobre muchas partes de Palestina a veces son abundantes, especialmente en las costas, la llanura costera y la franja occidental de las provincias, que a veces se caracterizan por ser intermitentes y a intervalos separados (que pueden detenerse durante horas y volver a regresar).",@GazaNewsNow,6.779217,-75.952635,18NUN9472749445,costas,Antioquia,Buriticá,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
38,gaza,Sin clasificar,"* Seguimiento de la incursión de las fuerzas de ocupación en la ciudad de Silwad, al este de Ramallah, en la Ribera Occidental.",@GazaNewsNow,31.975075,35.262453,36RYA1378339908,Silwad,الضفة الغربية,منطقة ب,village,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
39,gaza,Sin clasificar,"Las fuerzas de ocupación israelíes detuvieron a 11 palestinos en Qalqilya, la ciudad de Azzun y el campamento de Askar, en la Ribera Occidental.",@GazaNewsNow,32.188133,34.967921,36SXA8551662986,Qalqilya,الضفة الغربية,منطقة أ,town,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
40,gaza,Sin clasificar,La aviación de ocupación está realizando una incursión al noroeste de la ciudad de Gaza.,@GazaNewsNow,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
41,gaza,Sin clasificar,"Esta semana he obtenido el 1,3% de los votos, en comparación con el 2,8% de la semana pasada, y la tasa de descuento en las elecciones israelíes es del 3,25%.",@GazaNewsNow,,,,comparación con el 2,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
42,gaza,Sin clasificar,El proyecto de ley de los Estados Unidos en el Consejo de Seguridad contiene modificaciones incómodas para Israel.,@GazaNewsNow,,,,Consejo de Seguridad contiene modificaciones incómodas para Israel,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
43,gaza,Hazards,"# Video # Tiendas de campaña dañadas que reciben las primeras tormentas de invierno en la Franja de Gaza, en medio de fuertes lluvias en las comunidades de desplazados que carecen de protección mínima contra el frío y las inundaciones.",@GazaNewsNow,31.443223,34.360007,36RXV2923579524,Franja de Gaza,قطاع غزة,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
44,gaza,Sin clasificar,* Apurado . Organismo Árabe de Televisión del OOPS: El descenso del aire tendrá consecuencias catastróficas para las personas desplazadas en la Franja de Gaza.,@GazaNewsNow,31.443223,34.360007,36RXV2923579524,Franja de Gaza,قطاع غزة,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
45,gaza,Sin clasificar,# Video de las lluvias de invierno golpean las tiendas de los desplazados sobre las ruinas de sus hogares en Gaza... miles de familias se enfrentan al frío sin hogar.,@GazaNewsNow,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
46,gaza,Sin clasificar,"""Llueve en los cuerpos deslumbrantes, en las almas desgastadas, en los escombros de sus casas en Gaza.""",@GazaNewsNow,,,,cuerpos deslumbrantes,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
47,gaza,Terrorismo,"• Hoy se cumple el 13o aniversario del asesinato del Jefe de Estado Mayor de la Resistencia Palestina, el mártir Ahmed Al-Jabari, “Abu Mahoma”, tras el cual estalló la batalla de piedras de Al-Sajjil, que duró ocho días, durante la cual los batallones de Tel Aviv bombardearon por primera vez en la historia del conflicto con un misil M75.",@GazaNewsNow,,,,historia del conflicto con un misil M75,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
48,gaza,Sin clasificar,انفوفيديو_شهاب |📌 مطر غارق تنتظره غزة,@GazaNewsNow,,,,,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
49,gaza,Sin clasificar,":: Ha ' aretz: Los servicios de seguridad israelíes han quedado sorprendidos por el acuerdo de Netanyahu de comenzar la reconstrucción de ciudades palestinas bajo control del ejército israelí en Gaza. La primera etapa incluye la reconstrucción de Rafah y, posteriormente, otras ciudades dentro de la línea amarilla",@GazaNewsNow,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
50,gaza,Sin clasificar,*Ha ' aretz por una fuente de seguridad israelí: la línea amarilla se convertirá en el nuevo Muro de Berlín.,@GazaNewsNow,40.602012,-6.822214,29TPE8425996857,nuevo Muro de Berlín,Castilla y León,,residential,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
51,gaza,Sin clasificar,"El tema es aterrador y puede crear dos Gazas: una pobre y destructora que no está bajo el control de la ocupación; otra que está mejor bajo el control de la ocupación (y tal vez sus clientes, como Abu Shabah)",@GazaNewsNow,,,,tema es aterrador y puede crear dos Gazas,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
52,gaza,Sin clasificar,"Fuentes locales: los colonos atacan a los palestinos al este de Qalqilya, en la Ribera Occidental, y las fuerzas de ocupación arrestan a palestinos y atacan a uno de ellos con golpes",@GazaNewsNow,-22.458273,-60.432260,20KQA6424714184,Ribera Occidental,Boquerón,,village,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
53,gaza,Sin clasificar,"El portavoz de la defensa civil de Gaza Mahmud Basal: Hemos recibido cientos de llamamientos, pero no hay posibilidad de que se produzcan demoras en la distribución de tiendas de campaña a los ciudadanos de Gaza. Cada segundo en Gaza se pone en peligro la vida de los ciudadanos.",@GazaNewsNow,,,,distribución de tiendas de campaña a los ciudadanos de Gaza,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
54,gaza,Sin clasificar,"La Oficina de Operaciones de Comercio Marítimo de Gran Bretaña informa de un posible accidente en el Mar Arábigo, cerca del Estrecho de Hermes, a unas 20 millas náuticas de la costa de Khorfkan, en los Emiratos Árabes Unidos.",@Warlife3,12.436897,63.002662,41PNP0028974865,Mar Arábigo,,,sea,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
55,gaza,Sin clasificar,"Un dron MQ-4C de la Marina de los Estados Unidos sobrevoló actualmente el lugar desconocido del incidente en el Mar Arábigo, frente a las costas de los Emiratos Árabes Unidos. @Warlife3",@Warlife3,12.436897,63.002662,41PNP0028974865,Mar Arábigo,,,sea,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
56,gaza,Sin clasificar,"El sector comenzó a verse afectado por la caída del aire, llueve en la ciudad de Gaza y en el centro de la Franja.",@gazaalanar,42.411017,11.161253,32TPM7783797675,Gaza y,Toscana,Grosseto,path,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
57,gaza,Sin clasificar,"Arco Iris, sobre las ruinas de las casas de los habitantes de Gaza.",@gazaalanar,-21.774131,-50.466881,22KEA5511692078,Arco Iris,São Paulo,Arco-Íris,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
58,gaza,Sin clasificar,"Tiendas de campaña dañadas, lluvias torrenciales en las comunidades de desplazados internos en la Faja de Gaza.",@gazaalanar,,,,comunidades de desplazados internos,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
59,gaza,Sin clasificar,- El sufrimiento de las personas desplazadas se agravó con el comienzo de las lluvias en Gaza,@gazaalanar,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
60,gaza,Sin clasificar,□ El método de donación más fácil está disponible actualmente en todo el mundo. El Canal de Gaza abre ahora en inglés: https://t.me/gazalanpa 2. Pulse el nombre del canal desde la parte superior. 3. Pulse el botón “Enviar estrellas” (o opciones). 4. Seleccione el número de estrellas.,@gazaalanar,37.441031,-122.237896,10SEG6741544071,todo el mundo,California,San Mateo County,residential,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
61,gaza,Sin clasificar,"- Ha ' aretz: la primera etapa incluye la reconstrucción de la ciudad de Rafah y, posteriormente, de otras ciudades dentro de la línea amarilla. - Ha ' aretz por una fuente de seguridad israelí: la línea amarilla se convertirá en el nuevo muro de Berlín.",@gazaalanar,40.602012,-6.822214,29TPE8425996857,nuevo muro de Berlín,Castilla y León,,residential,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
62,gaza,Sin clasificar,"Canal Kan: Tras la recuperación de su cuerpo de Gaza ayer, se confirmó la identidad del prisionero israelí Mini Goddard y los restos de tres prisioneros permanecen en el sector.",@gazaalanar,39.228159,-78.855855,17SPD8507644286,sector,West Virginia,Hampshire County,hamlet,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
63,gaza,Sin clasificar,Un vídeo de las lluvias de invierno golpea las tiendas de los desplazados sobre las ruinas de sus hogares en Gaza... miles de familias se enfrentan al frío sin hogar.,@gazaalanar,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:47,2025-11-14T10:06:47
64,gaza,Sin clasificar,El Presidente Mahmoud Abbas decide nombrar a Ayman Mahmoud Ahmed Kandell Presidente de la Autoridad Pública de Fronteras y Fronteras,@gazaalanar,,,,Ayman Mahmoud Ahmed Kandell,,,,mensajes,2025-11-14T10:06:47,2025-11-14T10:06:47
65,gaza,Sin clasificar,"Hace dos años, en el hospital Al-Masimah de Jerusalén para recibir tratamiento, lejos de su familia y su infancia, pero, a pesar de su dolor, ha estado pintando pinturas en color que hablan de Gaza y sus sueños, que se convierten en artista.",@muthanapress84,,,,hospital Al-Masimah de Jerusalén para recibir tratamiento,,,,mensajes,2025-11-14T10:06:48,2025-11-14T10:06:48
66,gaza,Sin clasificar,"La primera etapa del proyecto de “Nueva Gaza” en el oeste, donde vive un millón de personas bajo el régimen de Hamas, que sigue fortaleciéndose y manteniendo su control allí.",@muthanapress84,-28.753176,-52.015285,22JDP0087418937,oeste,Rio Grande do Sul,União da Serra,administrative,cache,2025-11-14T10:06:48,2025-11-14T10:06:48
67,gaza,Sin clasificar,"En la primera caída lluviosa, no olviden a la gente de las tiendas, buenos días a Gaza y a sus padres.",@yaseenpress2004,,,,primera caída lluviosa,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
68,gaza,Sin clasificar,"Invitaciones para que se apele a la mezquita de Al-Aqsa hoy, el viernes, desde la oración de Al-Faŷr hasta la oración del viernes; para reafirmar su identidad islámica y rechazar los constantes intentos de la ocupación y los colonos de imponer una nueva realidad por la fuerza en Jerusalén.",@yaseenpress2004,31.778847,35.225786,36RYA1076418079,Jerusalén,מחוז ירושלים,ירושלים,administrative,cache,2025-11-14T10:06:49,2025-11-14T10:06:49
69,gaza,Sin clasificar,No hay nadie que proteja a los palestinos de los intensos ataques de los colonos.,@yaseenpress2004,,,,,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
70,gaza,Sin clasificar,Las tiendas de campaña de la Faja de Gaza están averiadas y lluviosas.,@yaseenpress2004,43.596928,1.601314,31TCJ8710428056,Faja,Occitanie,Haute-Garonne,administrative,cache,2025-11-14T10:06:49,2025-11-14T10:06:49
71,gaza,Sin clasificar,"El ejército de ocupación impide a los agricultores arar sus tierras en el valle de Abu Ayyash, en Rashaida, al sudeste de Belén.",@yaseenpress2004,,,,valle de Abu Ayyash,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
72,gaza,Sin clasificar,"Fuentes locales: Las fuerzas de ocupación detuvieron a los jóvenes de las fuerzas de ocupación Mohammed Khnobi, Hamid Rizek y Mohammed Asma después de una incursión de horas en la localidad de Silwad, al noreste de Ramallah.",@yaseenpress2004,,,,localidad de Silwad,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
73,gaza,Sin clasificar,Muchos palestinos oraron hoy al amanecer en la sagrada mezquita de Al-Aqsa.,@yaseenpress2004,,,,sagrada mezquita de Al-Aqsa,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
74,gaza,Sin clasificar,"Persisten los hostigamientos de los colonos que irrumpieron en la aldea de Al-Butm y en la posición arqueológica de Tel Ma ' ain, al este de Yata, al sur de Hebrón.",@yaseenpress2004,,,,aldea de Al-Butm y,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
75,gaza,Conflicto Armado,"Enfrentamientos con la población durante la lucha contra la incursión de los colonos en Samra, en las marismas del norte.",@yaseenpress2004,38.810955,29.741182,35SQC3801399368,Samra,Ege Bölgesi,,village,cache,2025-11-14T10:06:49,2025-11-14T10:06:49
76,gaza,Sin clasificar,Las trágicas condiciones de vida de los desplazados en Gaza después de que sus tiendas se hundieran en las lluvias.,@yaseenpress2004,,,,Gaza después de,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
77,gaza,Sin clasificar,Mis padres son arrojados a la superficie... o lloran a primera hora de la mañana... después de llegar a la baja... después de que el agua de lluvia inundara su tienda en la ciudad de Gaza.,@yaseenpress2004,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-14T10:06:49,2025-11-14T10:06:49
78,gaza,Sin clasificar,"Insistió en aferrarse a la santidad de la municipalidad de Derastia, pidiendo ir a la mezquita de la necesidad de una buena oración el viernes después de que los colonos la quemaran ayer por la mañana.",@yaseenpress2004,,,,aferrarse a la santidad de la municipalidad de Derastia,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
79,gaza,Sin clasificar,Las escenas revelan la magnitud del sufrimiento en Gaza después de la caída del aire.,@yaseenpress2004,,,,Gaza después de la caída del aire,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
80,gaza,Terrorismo,"La gente se ha despertado y las tiendas de campaña están inundadas por la lluvia, las condiciones en el barrio de Sheikh Radwan, en la ciudad de Gaza, debido a las lluvias de invierno que inundaron las tiendas de campaña, la comida y la propiedad.",@yaseenpress2004,,,,barrio de Sheikh Radwan,,,,mensajes,2025-11-14T10:06:49,2025-11-14T10:06:49
81,gaza,Disturbios Civiles,Reuters sobre dos fuentes: las autoridades portuarias rusas de Novorossk en el Mar Negro han suspendido la exportación de petróleo debido a un ataque en marcha.,@AjaNews,43.872824,33.993808,36TWP7984758227,Mar Negro,,,sea,cache,2025-11-14T10:07:56,2025-11-14T10:07:56
82,gaza,Sin clasificar,WSJ: La guerra de Gaza ha incrementado los beneficios de las empresas de armas estadounidenses y de los gigantes tecnológicos en https://www.alquds.com/ar/posts/20809.,WEB www.alquds.com,23.830034,87.452316,45QWG4606635482,https://www,West Bengal,Dubrajpur,industrial,cache,2025-11-14T10:08:17,2025-11-14T10:08:17
83,gaza,Hazards,Inundaciones en la Franja de Gaza esta mañana,@GazaNewsNow,,,,Franja de Gaza esta mañana,,,,mensajes,2025-11-14T10:08:57,2025-11-14T10:08:57
84,gaza,Sin clasificar,Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos: las atrocidades cometidas en El Fasher (Sudán) fueron los crímenes más graves que se hubiera previsto y que podrían haberse evitado,@AjaNews,13.612976,25.326802,35PLR1898805546,Fasher (Sudán),ولاية شمال دارفور,Al Fasher,aerodrome,cache,2025-11-14T10:09:57,2025-11-14T10:09:57
85,gaza,Sin clasificar,Alto Comisionado de las Naciones Unidas para los Derechos Humanos: atrocidades cometidas en El Fasher (Sudán),@AjaNews,13.612976,25.326802,35PLR1898805546,Fasher (Sudán,ولاية شمال دارفور,Al Fasher,aerodrome,cache,2025-11-14T10:09:57,2025-11-14T10:09:57
86,gaza,Sin clasificar,"* Yediot Ahronut: Israel está a punto de lanzar un ataque limitado contra Hizbollah en el Líbano, que incluye ataques aéreos contra instalaciones de fabricación de armas, especialmente en las regiones de Beqaa y Beirut.",@EabriLive,33.875063,35.843409,36SYC6300751942,Líbano,,,administrative,cache,2025-11-14T10:09:58,2025-11-14T10:09:58
